segment	mapped_start	mapped_stop	0_x	0_y
NS	88	747	1	1.0
NS	88	755	1	1.0
NS	88	757	1	1.0
NS	88	769	1	1.0
NS	88	776	1	1.0
NS	89	190	1	1.0
NS	89	670	1	1.0
NS	89	737	1	1.0
NS	89	741	1	1.0
NS	89	754	1	1.0
NS	89	760	1	1.0
NS	89	761	1	1.0
NS	89	775	1	1.0
NS	89	791	1	1.0
NS	90	748	1	1.0
NS	90	762	1	1.0
NS	90	770	1	1.0
NS	90	777	1	1.0
NS	92	502	1	1.0
NS	92	504	1	1.0
NS	92	594	1	1.0
NS	92	612	1	1.0
NS	92	645	1	1.0
NS	92	712	1	1.0
NS	92	727	1	1.0
NS	92	740	1	1.0
NS	92	752	1	1.0
NS	92	762	1	1.0
NS	92	763	1	1.0
NS	92	789	1	1.0
NS	93	556	1	1.0
NS	93	649	1	1.0
NS	93	658	1	1.0
NS	93	732	1	1.0
NS	93	733	1	1.0
NS	93	750	1	1.0
NS	93	760	1	1.0
NS	94	582	1	1.0
NS	94	692	1	1.0
NS	94	731	1	1.0
NS	94	733	1	1.0
NS	94	769	1	1.0
NS	94	776	1	1.0
NS	95	465	1	1.0
NS	95	751	1	1.0
NS	95	753	1	1.0
NS	95	760	1	1.0
NS	95	764	1	1.0
NS	97	646	1	1.0
NS	100	600	1	1.0
NS	100	764	1	1.0
NS	101	705	1	1.0
NS	103	596	1	1.0
NS	103	648	1	1.0
NS	104	128	1	1.0
NS	104	680	1	1.0
NS	104	736	1	1.0
NS	106	612	1	1.0
NS	106	701	1	1.0
NS	106	727	1	1.0
NS	106	763	1	1.0
NS	108	302	1	1.0
NS	108	741	1	1.0
NS	108	771	1	1.0
NS	111	586	1	1.0
NS	111	648	1	1.0
NS	111	702	1	1.0
NS	111	732	1	1.0
NS	111	817	1	1.0
NS	113	155	1	1.0
NS	113	669	1	1.0
NS	113	683	1	1.0
NS	113	696	1	1.0
NS	113	701	1	1.0
NS	113	770	1	1.0
NS	113	810	1	1.0
NS	114	693	1	1.0
NS	114	770	1	1.0
NS	115	294	1	1.0
NS	126	159	1	1.0
NS	126	167	1	1.0
NS	126	693	1	1.0
NS	126	781	1	1.0
NS	126	798	1	1.0
NS	127	156	1	1.0
NS	127	652	1	1.0
NS	130	735	1	1.0
NS	132	670	1	1.0
NS	133	678	1	1.0
NS	134	668	1	1.0
NS	137	289	1	1.0
NS	139	178	1	1.0
NS	140	171	1	1.0
NS	140	763	1	1.0
NS	142	727	1	1.0
NS	143	677	1	1.0
NS	144	573	1	1.0
NS	144	611	1	1.0
NS	145	492	1	1.0
NS	145	504	1	1.0
NS	145	613	1	1.0
NS	145	822	1	1.0
NS	146	631	1	1.0
NS	147	224	1	1.0
NS	147	310	1	1.0
NS	147	613	1	1.0
NS	147	670	1	1.0
NS	147	682	1	1.0
NS	147	808	1	1.0
NS	149	587	1	1.0
NS	150	827	1	1.0
NS	151	838	1	1.0
NS	154	207	1	1.0
NS	154	656	1	1.0
NS	154	820	1	1.0
NS	154	825	1	1.0
NS	154	832	1	1.0
NS	155	187	1	1.0
NS	155	310	1	1.0
NS	155	593	1	1.0
NS	155	596	1	1.0
NS	155	606	1	1.0
NS	155	666	1	1.0
NS	155	680	1	1.0
NS	155	684	1	1.0
NS	155	742	1	1.0
NS	155	761	1	1.0
NS	155	776	1	1.0
NS	155	814	1	1.0
NS	156	493	1	1.0
NS	156	761	1	1.0
NS	156	784	1	1.0
NS	157	729	1	1.0
NS	157	775	1	1.0
NS	157	840	1	1.0
NS	159	649	1	1.0
NS	159	669	1	1.0
NS	160	540	1	1.0
NS	160	574	1	1.0
NS	161	650	1	1.0
NS	162	260	1	1.0
NS	162	653	1	1.0
NS	165	698	1	1.0
NS	168	535	1	1.0
NS	168	684	1	1.0
NS	168	753	1	1.0
NS	169	623	1	1.0
NS	170	560	1	1.0
NS	170	648	1	1.0
NS	170	831	1	1.0
NS	171	542	1	1.0
NS	171	595	1	1.0
NS	171	711	1	1.0
NS	171	786	1	1.0
NS	171	790	1	1.0
NS	171	838	1	1.0
NS	175	665	1	1.0
NS	179	647	1	1.0
NS	181	825	1	1.0
NS	182	277	1	1.0
NS	182	613	1	1.0
NS	184	251	1	1.0
NS	184	652	1	1.0
NS	185	573	1	1.0
NS	186	613	1	1.0
NS	186	621	1	1.0
NS	186	670	1	1.0
NS	189	222	1	1.0
NS	189	304	1	1.0
NS	189	598	1	1.0
NS	189	600	1	1.0
NS	189	739	1	1.0
NS	189	776	1	1.0
NS	190	312	1	1.0
NS	190	596	1	1.0
NS	190	617	1	1.0
NS	190	653	1	1.0
NS	190	670	1	1.0
NS	190	721	1	1.0
NS	190	728	1	1.0
NS	191	217	1	1.0
NS	191	653	1	1.0
NS	191	713	1	1.0
NS	192	607	1	1.0
NS	192	741	1	1.0
NS	195	354	1	1.0
NS	199	649	1	1.0
NS	201	573	1	1.0
NS	201	769	1	1.0
NS	203	258	1	1.0
NS	203	605	1	1.0
NS	206	502	1	1.0
NS	206	726	1	1.0
NS	208	694	1	1.0
NS	209	716	1	1.0
NS	214	462	1	1.0
NS	216	650	1	1.0
NS	217	586	1	1.0
NS	218	316	1	1.0
NS	218	504	1	1.0
NS	218	537	1	1.0
NS	218	620	1	1.0
NS	219	283	1	1.0
NS	219	384	1	1.0
NS	219	541	1	1.0
NS	219	544	1	1.0
NS	219	583	1	1.0
NS	219	587	1	1.0
NS	219	649	1	1.0
NS	219	655	1	1.0
NS	219	840	1	1.0
NS	220	269	1	1.0
NS	220	332	1	1.0
NS	220	573	1	1.0
NS	220	591	1	1.0
NS	220	687	1	1.0
NS	221	317	1	1.0
NS	221	342	1	1.0
NS	221	613	1	1.0
NS	221	621	1	1.0
NS	221	727	1	1.0
NS	221	771	1	1.0
NS	222	573	1	1.0
NS	223	625	1	1.0
NS	225	814	1	1.0
NS	226	297	1	1.0
NS	227	573	1	1.0
NS	228	670	1	1.0
NS	228	763	1	1.0
NS	230	292	1	1.0
NS	231	630	1	1.0
NS	232	287	1	1.0
NS	232	305	1	1.0
NS	232	341	1	1.0
NS	232	504	1	1.0
NS	232	537	1	1.0
NS	232	573	1	1.0
NS	232	645	1	1.0
NS	232	656	1	1.0
NS	232	726	1	1.0
NS	232	735	1	1.0
NS	233	310	1	1.0
NS	233	556	1	1.0
NS	233	587	1	1.0
NS	233	670	1	1.0
NS	234	386	1	1.0
NS	234	598	1	1.0
NS	234	842	1	1.0
NS	235	742	1	1.0
NS	236	341	1	1.0
NS	237	300	1	1.0
NS	237	478	1	1.0
NS	237	555	1	1.0
NS	237	573	1	1.0
NS	237	654	1	1.0
NS	238	600	1	1.0
NS	239	310	1	1.0
NS	239	504	1	1.0
NS	239	585	1	1.0
NS	243	654	1	1.0
NS	245	705	1	1.0
NS	246	496	1	1.0
NS	246	574	1	1.0
NS	246	655	1	1.0
NS	247	542	1	1.0
NS	248	477	1	1.0
NS	248	735	1	1.0
NS	250	598	1	1.0
NS	251	421	1	1.0
NS	251	651	1	1.0
NS	252	333	1	1.0
NS	252	659	1	1.0
NS	253	667	1	1.0
NS	254	342	1	1.0
NS	254	462	1	1.0
NS	254	489	1	1.0
NS	257	543	1	1.0
NS	257	555	1	1.0
NS	257	573	1	1.0
NS	257	623	1	1.0
NS	258	670	1	1.0
NS	258	678	1	1.0
NS	258	680	1	1.0
NS	258	706	1	1.0
NS	259	298	1	1.0
NS	259	343	1	1.0
NS	259	469	1	1.0
NS	259	691	1	1.0
NS	259	728	1	1.0
NS	261	420	1	1.0
NS	263	345	1	1.0
NS	263	655	1	1.0
NS	264	450	1	1.0
NS	265	308	1	1.0
NS	268	311	1	1.0
NS	268	341	1	1.0
NS	268	539	1	1.0
NS	268	669	1	1.0
NS	268	674	1	1.0
NS	268	840	1	1.0
NS	269	649	1	1.0
NS	270	361	1	1.0
NS	270	574	1	1.0
NS	271	461	1	1.0
NS	271	681	1	1.0
NS	276	646	1	1.0
NS	281	449	1	1.0
NS	281	537	1	1.0
NS	282	321	1	1.0
NS	282	414	1	1.0
NS	282	450	1	1.0
NS	291	373	1	1.0
NS	291	573	1	1.0
NS	291	574	1	1.0
NS	291	634	1	1.0
NS	292	468	1	1.0
NS	292	834	1	1.0
NS	294	342	1	1.0
NS	295	692	1	1.0
NS	296	706	1	1.0
NS	297	343	1	1.0
NS	297	418	1	1.0
NS	301	744	1	1.0
NS	308	331	1	1.0
NS	308	573	1	1.0
NS	309	450	1	1.0
NS	315	543	1	1.0
NS	316	401	1	1.0
NS	318	344	1	1.0
NS	318	546	1	1.0
NS	327	554	1	1.0
NS	338	384	1	1.0
NS	341	397	1	1.0
NS	341	538	1	1.0
NS	341	706	1	1.0
NS	341	842	1	1.0
NS	342	418	1	1.0
NS	343	506	1	1.0
NS	344	649	1	1.0
NS	348	680	1	1.0
NS	358	429	1	1.0
NS	361	386	1	1.0
NS	372	416	1	1.0
NS	373	530	1	1.0
NS	377	432	1	1.0
NS	382	416	1	1.0
NS	383	592	1	1.0
NS	383	638	1	1.0
NS	387	445	1	1.0
NS	388	417	1	1.0
NS	389	461	1	1.0
NS	391	734	1	1.0
NS	395	739	1	1.0
NS	397	467	1	1.0
NS	399	694	1	1.0
NS	403	585	1	1.0
NS	403	640	1	1.0
NS	412	449	1	1.0
NS	412	458	1	1.0
NS	412	671	1	1.0
NS	415	573	1	1.0
NS	416	450	1	1.0
NS	417	761	1	1.0
NS	424	467	1	1.0
NS	431	503	1	1.0
NS	443	695	1	1.0
NS	449	846	1	1.0
NS	458	535	1	1.0
NS	471	658	1	1.0
NS	491	643	1	1.0
NS	495	562	1	1.0
NS	495	655	1	1.0
NS	502	697	1	1.0
NS	527	808	1	1.0
NS	528	841	1	1.0
NS	529	574	1	1.0
NS	534	595	1	1.0
NS	534	838	1	1.0
NS	534	850	1	1.0
NS	535	830	1	1.0
NS	537	576	1	1.0
NS	537	822	1	1.0
NS	548	574	1	1.0
NS	555	655	1	1.0
NS	561	827	1	1.0
NS	564	658	1	1.0
NS	572	620	1	1.0
NS	572	705	1	1.0
NS	581	789	1	1.0
NS	586	645	1	1.0
NS	587	656	1	1.0
NS	594	621	1	1.0
NS	595	728	1	1.0
NS	605	670	1	1.0
NS	611	816	1	1.0
NS	612	670	1	1.0
NS	612	730	1	1.0
NS	636	670	1	1.0
NS	642	669	1	1.0
NS	644	739	1	1.0
NS	644	825	1	1.0
NS	644	826	1	1.0
NS	645	776	1	1.0
NS	646	728	1	1.0
NS	646	761	1	1.0
NS	646	811	1	1.0
NS	646	839	1	1.0
NS	649	720	1	1.0
NS	649	841	1	1.0
NS	653	840	1	1.0
NS	668	702	1	1.0
NS	669	760	1	1.0
NS	680	777	1	1.0
NS	691	789	1	1.0
NS	692	719	1	1.0
NS	696	736	1	1.0
NS	699	737	1	1.0
NS	699	761	1	1.0
NS	699	797	1	1.0
NS	700	739	1	1.0
NS	701	760	1	1.0
NS	701	810	1	1.0
NS	702	756	1	1.0
NS	717	740	1	1.0
NS	717	789	1	1.0
NS	721	824	1	1.0
NS	722	760	1	1.0
NS	723	777	1	1.0
NS	726	749	1	1.0
NS	726	831	1	1.0
NS	727	772	1	1.0
NS	729	838	1	1.0
NS	730	800	1	1.0
NS	731	759	1	1.0
NS	735	776	1	1.0
NS	738	775	1	1.0
NS	739	799	1	1.0
NS	743	813	1	1.0
NS	752	790	1	1.0
NS	756	814	1	1.0
NS	756	841	1	1.0
NS	758	820	1	1.0
NS	760	791	1	1.0
NS	767	792	1	1.0
NS	768	807	1	1.0
NS	768	813	1	1.0
NS	769	826	1	1.0
NS	774	802	1	1.0
NS	774	813	1	1.0
NS	774	816	1	1.0
NS	775	828	1	1.0
NS	775	838	1	1.0
NS	775	850	1	1.0
NS	781	814	1	1.0
NS	781	826	1	1.0
NS	789	814	1	1.0
NS	789	842	1	1.0
NS	790	839	1	1.0
NS	792	831	1	1.0
NS	794	827	1	1.0
NS	804	831	1	1.0
NS	807	836	1	1.0
NS	807	841	1	1.0
NS	813	838	1	1.0
NS	815	841	1	1.0
NS	819	841	1	1.0
PA	28	1991	1	1.0
PA	33	164	1	1.0
PA	34	58	1	1.0
PA	34	71	1	1.0
PA	36	1586	1	1.0
PA	37	1564	1	1.0
PA	38	2041	1	1.0
PA	40	84	1	1.0
PA	40	96	1	1.0
PA	41	93	1	1.0
PA	43	77	1	1.0
PA	43	92	1	1.0
PA	43	135	1	1.0
PA	43	166	1	1.0
PA	43	1864	1	1.0
PA	45	1974	1	1.0
PA	50	73	1	1.0
PA	50	1830	1	1.0
PA	52	1645	1	1.0
PA	54	84	1	1.0
PA	54	105	1	1.0
PA	54	148	1	1.0
PA	54	1877	1	1.0
PA	55	107	1	1.0
PA	55	130	1	1.0
PA	55	1851	1	1.0
PA	55	2097	1	1.0
PA	56	111	1	1.0
PA	56	121	1	1.0
PA	56	166	1	1.0
PA	57	156	1	1.0
PA	57	2055	1	1.0
PA	60	1828	1	1.0
PA	60	1948	1	1.0
PA	61	96	1	1.0
PA	61	98	1	1.0
PA	61	100	1	1.0
PA	61	101	1	1.0
PA	61	106	1	1.0
PA	61	1987	1	1.0
PA	61	2017	1	1.0
PA	65	2053	1	1.0
PA	66	93	1	1.0
PA	67	2054	1	1.0
PA	69	98	1	1.0
PA	69	101	1	1.0
PA	69	121	1	1.0
PA	69	164	1	1.0
PA	69	218	1	1.0
PA	69	1793	1	1.0
PA	69	1864	1	1.0
PA	69	1933	1	1.0
PA	69	1948	1	1.0
PA	69	1953	1	1.0
PA	69	1970	1	1.0
PA	69	1977	1	1.0
PA	69	1998	1	1.0
PA	69	2045	1	1.0
PA	69	2088	1	1.0
PA	70	95	1	1.0
PA	70	156	1	1.0
PA	70	218	1	1.0
PA	70	317	1	1.0
PA	70	1843	1	1.0
PA	70	1988	1	1.0
PA	70	2084	1	1.0
PA	71	110	1	1.0
PA	71	1680	1	1.0
PA	72	1911	1	1.0
PA	73	96	1	1.0
PA	73	112	1	1.0
PA	73	127	1	1.0
PA	73	128	1	1.0
PA	73	1738	1	1.0
PA	73	2058	1	1.0
PA	74	99	1	1.0
PA	74	136	1	1.0
PA	74	1993	1	1.0
PA	74	2139	1	1.0
PA	75	1493	1	1.0
PA	75	1942	1	1.0
PA	75	2009	1	1.0
PA	75	2053	1	1.0
PA	76	127	1	1.0
PA	76	1968	1	1.0
PA	76	2016	1	1.0
PA	76	2060	1	1.0
PA	76	2164	1	1.0
PA	77	112	1	1.0
PA	78	114	1	1.0
PA	78	123	1	1.0
PA	78	177	1	1.0
PA	78	1514	1	1.0
PA	78	1808	1	1.0
PA	78	2084	1	1.0
PA	79	1969	1	1.0
PA	80	112	1	1.0
PA	80	127	1	1.0
PA	80	147	1	1.0
PA	80	155	1	1.0
PA	80	162	1	1.0
PA	80	1972	1	1.0
PA	80	2016	1	1.0
PA	80	2023	1	1.0
PA	80	2056	1	1.0
PA	80	2071	1	1.0
PA	80	2083	1	1.0
PA	81	105	1	1.0
PA	81	124	1	1.0
PA	81	130	1	1.0
PA	81	140	1	1.0
PA	81	169	1	1.0
PA	81	171	1	1.0
PA	81	1641	1	1.0
PA	81	1876	1	1.0
PA	81	1942	1	1.0
PA	81	1957	1	1.0
PA	81	1975	1	1.0
PA	81	1981	1	1.0
PA	81	2046	1	1.0
PA	81	2071	1	1.0
PA	81	2080	1	1.0
PA	81	2082	1	1.0
PA	82	108	1	1.0
PA	82	115	1	1.0
PA	82	120	1	1.0
PA	82	1934	1	1.0
PA	82	1950	1	1.0
PA	82	2046	1	1.0
PA	83	114	1	1.0
PA	83	139	1	1.0
PA	83	1828	1	1.0
PA	83	1953	1	1.0
PA	83	1970	1	1.0
PA	83	1988	1	1.0
PA	83	2013	1	1.0
PA	83	2038	1	1.0
PA	83	2058	1	1.0
PA	84	1906	1	1.0
PA	84	1914	1	1.0
PA	84	1946	1	1.0
PA	84	1969	1	1.0
PA	84	1987	1	1.0
PA	84	2057	1	1.0
PA	84	2072	1	1.0
PA	85	1608	1	1.0
PA	85	1860	1	1.0
PA	85	1964	1	1.0
PA	85	1993	1	1.0
PA	85	2067	1	1.0
PA	86	112	1	1.0
PA	86	190	1	1.0
PA	86	1820	1	1.0
PA	86	1981	1	1.0
PA	86	2053	1	1.0
PA	86	2086	1	1.0
PA	87	140	1	1.0
PA	87	1713	1	1.0
PA	87	1942	1	1.0
PA	87	1971	1	1.0
PA	87	1978	1	1.0
PA	87	2013	1	1.0
PA	87	2158	1	1.0
PA	88	1976	1	1.0
PA	89	114	1	1.0
PA	89	222	1	1.0
PA	89	1872	1	1.0
PA	89	1942	1	1.0
PA	89	1949	1	1.0
PA	89	2043	1	1.0
PA	90	170	1	1.0
PA	90	1965	1	1.0
PA	91	127	1	1.0
PA	91	147	1	1.0
PA	91	153	1	1.0
PA	91	1853	1	1.0
PA	91	1916	1	1.0
PA	91	1935	1	1.0
PA	91	1972	1	1.0
PA	91	1986	1	1.0
PA	91	2016	1	1.0
PA	91	2056	1	1.0
PA	91	2057	1	1.0
PA	91	2124	1	1.0
PA	92	114	1	1.0
PA	92	122	1	1.0
PA	92	205	1	1.0
PA	92	245	1	1.0
PA	92	357	1	1.0
PA	92	1829	1	1.0
PA	92	1843	1	1.0
PA	92	1934	1	1.0
PA	92	1983	1	1.0
PA	92	2039	1	1.0
PA	92	2045	1	1.0
PA	92	2052	1	1.0
PA	92	2060	1	1.0
PA	93	135	1	1.0
PA	93	1608	1	1.0
PA	93	1850	1	1.0
PA	93	1943	1	1.0
PA	94	156	1	1.0
PA	94	1951	1	1.0
PA	94	2013	1	1.0
PA	94	2017	1	1.0
PA	94	2059	1	1.0
PA	95	1527	1	1.0
PA	95	1938	1	1.0
PA	96	2042	1	1.0
PA	97	1972	1	1.0
PA	97	2072	1	1.0
PA	97	2076	1	1.0
PA	99	1891	1	1.0
PA	100	2060	1	1.0
PA	101	1936	1	1.0
PA	101	1949	1	1.0
PA	102	1811	1	1.0
PA	103	1949	1	1.0
PA	104	164	1	1.0
PA	104	170	1	1.0
PA	104	218	1	1.0
PA	104	1840	1	1.0
PA	104	1933	1	1.0
PA	104	2007	1	1.0
PA	104	2042	1	1.0
PA	104	2070	1	1.0
PA	105	138	1	1.0
PA	105	148	1	1.0
PA	105	154	1	1.0
PA	105	1987	1	1.0
PA	105	2027	1	1.0
PA	105	2047	1	1.0
PA	105	2057	1	1.0
PA	106	2039	1	1.0
PA	107	1964	1	1.0
PA	107	2086	1	1.0
PA	108	148	1	1.0
PA	108	1919	1	1.0
PA	110	135	1	1.0
PA	110	137	1	1.0
PA	111	168	1	1.0
PA	111	170	1	1.0
PA	111	218	1	1.0
PA	111	1828	1	1.0
PA	111	1933	1	1.0
PA	111	1941	1	1.0
PA	111	1948	1	1.0
PA	111	1959	1	1.0
PA	111	1963	1	1.0
PA	111	1970	1	1.0
PA	111	1988	1	1.0
PA	111	2012	1	1.0
PA	111	2013	1	1.0
PA	111	2023	1	1.0
PA	111	2038	1	1.0
PA	111	2051	1	1.0
PA	111	2059	1	1.0
PA	112	1820	1	1.0
PA	112	1906	1	1.0
PA	112	1922	1	1.0
PA	112	1969	1	1.0
PA	112	1973	1	1.0
PA	112	2016	1	1.0
PA	112	2017	1	1.0
PA	112	2058	1	1.0
PA	113	136	1	1.0
PA	113	165	1	1.0
PA	115	1849	1	1.0
PA	115	1909	1	1.0
PA	115	1964	1	1.0
PA	116	1986	1	1.0
PA	116	2022	1	1.0
PA	117	414	1	1.0
PA	117	1870	1	1.0
PA	117	1957	1	1.0
PA	118	169	1	1.0
PA	118	171	1	1.0
PA	118	177	1	1.0
PA	118	245	1	1.0
PA	118	1870	1	1.0
PA	118	1978	1	1.0
PA	118	2039	1	1.0
PA	118	2043	1	1.0
PA	118	2046	1	1.0
PA	119	1866	1	1.0
PA	119	1934	1	1.0
PA	120	147	1	1.0
PA	120	279	1	1.0
PA	121	1942	1	1.0
PA	121	1979	1	1.0
PA	122	165	1	1.0
PA	122	177	1	1.0
PA	122	1815	1	1.0
PA	122	1842	1	1.0
PA	122	1950	1	1.0
PA	122	1964	1	1.0
PA	122	1993	1	1.0
PA	122	2016	1	1.0
PA	122	2046	1	1.0
PA	122	2060	1	1.0
PA	123	150	1	1.0
PA	123	361	1	1.0
PA	123	1949	1	1.0
PA	123	1950	1	1.0
PA	123	1978	1	1.0
PA	123	2012	1	1.0
PA	124	1627	1	1.0
PA	124	2081	1	1.0
PA	125	1944	1	1.0
PA	125	1986	1	1.0
PA	125	2026	1	1.0
PA	126	160	1	1.0
PA	126	168	1	1.0
PA	126	188	1	1.0
PA	126	204	1	1.0
PA	126	1850	1	1.0
PA	126	1924	1	1.0
PA	126	1941	1	1.0
PA	126	1956	1	1.0
PA	126	1960	1	1.0
PA	126	1988	1	1.0
PA	126	1992	1	1.0
PA	126	2010	1	1.0
PA	126	2023	1	1.0
PA	126	2051	1	1.0
PA	126	2058	1	1.0
PA	126	2079	1	1.0
PA	127	149	1	1.0
PA	127	156	1	1.0
PA	127	194	1	1.0
PA	127	1843	1	1.0
PA	127	1935	1	1.0
PA	127	1987	1	1.0
PA	127	2027	1	1.0
PA	127	2066	1	1.0
PA	128	1905	1	1.0
PA	128	1947	1	1.0
PA	129	1975	1	1.0
PA	129	1978	1	1.0
PA	129	1983	1	1.0
PA	129	2014	1	1.0
PA	129	2038	1	1.0
PA	129	2085	1	1.0
PA	130	1935	1	1.0
PA	130	1955	1	1.0
PA	131	1842	1	1.0
PA	131	1968	1	1.0
PA	131	1986	1	1.0
PA	131	2001	1	1.0
PA	131	2071	1	1.0
PA	132	171	1	1.0
PA	132	182	1	1.0
PA	132	1905	1	1.0
PA	132	1939	1	1.0
PA	132	1957	1	1.0
PA	132	1967	1	1.0
PA	132	1968	1	1.0
PA	132	1978	1	1.0
PA	132	1993	1	1.0
PA	132	2014	1	1.0
PA	132	2016	1	1.0
PA	132	2053	1	1.0
PA	133	314	1	1.0
PA	133	1973	1	1.0
PA	133	1981	1	1.0
PA	133	1989	1	1.0
PA	133	2009	1	1.0
PA	133	2046	1	1.0
PA	133	2052	1	1.0
PA	134	169	1	1.0
PA	134	187	1	1.0
PA	134	229	1	1.0
PA	134	305	1	1.0
PA	134	1858	1	1.0
PA	134	1876	1	1.0
PA	134	1885	1	1.0
PA	134	1905	1	1.0
PA	134	1938	1	1.0
PA	134	1950	1	1.0
PA	134	1987	1	1.0
PA	134	2023	1	1.0
PA	134	2024	1	1.0
PA	134	2025	1	1.0
PA	134	2026	1	1.0
PA	134	2056	1	1.0
PA	134	2072	1	1.0
PA	135	193	1	1.0
PA	135	211	1	1.0
PA	135	226	1	1.0
PA	135	328	1	1.0
PA	135	357	1	1.0
PA	135	1023	1	1.0
PA	135	1576	1	1.0
PA	135	1812	1	1.0
PA	135	1818	1	1.0
PA	135	1830	1	1.0
PA	135	1835	1	1.0
PA	135	1860	1	1.0
PA	135	1866	1	1.0
PA	135	1870	1	1.0
PA	135	1890	1	1.0
PA	135	1912	1	1.0
PA	135	1926	1	1.0
PA	135	2011	1	1.0
PA	135	2012	1	1.0
PA	135	2031	1	1.0
PA	135	2045	1	1.0
PA	136	164	1	1.0
PA	136	183	1	1.0
PA	136	223	1	1.0
PA	136	1809	1	1.0
PA	136	1884	1	1.0
PA	136	1941	1	1.0
PA	136	1963	1	1.0
PA	136	1970	1	1.0
PA	136	1994	1	1.0
PA	136	2028	1	1.0
PA	136	2068	1	1.0
PA	137	1811	1	1.0
PA	137	1969	1	1.0
PA	137	2024	1	1.0
PA	137	2084	1	1.0
PA	137	2093	1	1.0
PA	139	169	1	1.0
PA	139	1372	1	1.0
PA	139	1961	1	1.0
PA	139	2169	1	1.0
PA	140	1845	1	1.0
PA	140	1979	1	1.0
PA	141	234	1	1.0
PA	142	187	1	1.0
PA	142	1800	1	1.0
PA	143	1957	1	1.0
PA	143	1990	1	1.0
PA	143	2008	1	1.0
PA	144	204	1	1.0
PA	144	1982	1	1.0
PA	145	167	1	1.0
PA	145	2016	1	1.0
PA	146	204	1	1.0
PA	146	261	1	1.0
PA	146	1712	1	1.0
PA	146	1864	1	1.0
PA	146	1963	1	1.0
PA	146	1970	1	1.0
PA	146	1983	1	1.0
PA	146	1992	1	1.0
PA	146	2010	1	1.0
PA	146	2011	1	1.0
PA	147	188	1	1.0
PA	147	218	1	1.0
PA	147	230	1	1.0
PA	147	1773	1	1.0
PA	147	1807	1	1.0
PA	147	1891	1	1.0
PA	147	1948	1	1.0
PA	147	2008	1	1.0
PA	147	2024	1	1.0
PA	147	2027	1	1.0
PA	148	1935	1	1.0
PA	148	1937	1	1.0
PA	148	1946	1	1.0
PA	148	1972	1	1.0
PA	148	2073	1	1.0
PA	149	171	1	1.0
PA	149	1829	1	1.0
PA	149	1949	1	1.0
PA	149	1993	1	1.0
PA	150	212	1	1.0
PA	150	1963	1	1.0
PA	150	1974	1	1.0
PA	150	2013	1	1.0
PA	150	2038	1	1.0
PA	151	1945	1	1.0
PA	151	1987	1	1.0
PA	151	1992	1	1.0
PA	152	188	1	1.0
PA	152	242	1	1.0
PA	152	1843	1	1.0
PA	152	1864	1	1.0
PA	152	1953	1	1.0
PA	152	1970	1	1.0
PA	152	1982	1	1.0
PA	152	2010	1	1.0
PA	152	2012	1	1.0
PA	152	2013	1	1.0
PA	152	2023	1	1.0
PA	153	1480	1	1.0
PA	153	1807	1	1.0
PA	153	1916	1	1.0
PA	153	2125	1	1.0
PA	154	176	1	1.0
PA	154	260	1	1.0
PA	154	1865	1	1.0
PA	154	1915	1	1.0
PA	154	1941	1	1.0
PA	154	1953	1	1.0
PA	154	1970	1	1.0
PA	154	2007	1	1.0
PA	154	2010	1	1.0
PA	154	2051	1	1.0
PA	154	2113	1	1.0
PA	155	1728	1	1.0
PA	155	1773	1	1.0
PA	155	1922	1	1.0
PA	155	1927	1	1.0
PA	155	1936	1	1.0
PA	156	1812	1	1.0
PA	156	1892	1	1.0
PA	156	1909	1	1.0
PA	156	1952	1	1.0
PA	156	2047	1	1.0
PA	157	1598	1	1.0
PA	157	1916	1	1.0
PA	157	1946	1	1.0
PA	158	1834	1	1.0
PA	159	217	1	1.0
PA	159	1774	1	1.0
PA	159	1905	1	1.0
PA	159	1931	1	1.0
PA	159	1954	1	1.0
PA	159	1964	1	1.0
PA	159	1968	1	1.0
PA	159	1986	1	1.0
PA	160	185	1	1.0
PA	160	190	1	1.0
PA	160	211	1	1.0
PA	160	213	1	1.0
PA	160	219	1	1.0
PA	160	226	1	1.0
PA	160	234	1	1.0
PA	160	243	1	1.0
PA	160	561	1	1.0
PA	160	1672	1	1.0
PA	160	1865	1	1.0
PA	160	1934	1	1.0
PA	160	1961	1	1.0
PA	160	2008	1	1.0
PA	160	2060	1	1.0
PA	161	202	1	1.0
PA	161	207	1	1.0
PA	161	255	1	1.0
PA	161	377	1	1.0
PA	161	1457	1	1.0
PA	161	1614	1	1.0
PA	161	1674	1	1.0
PA	161	1717	1	1.0
PA	161	1762	1	1.0
PA	161	1781	1	1.0
PA	161	1859	1	1.0
PA	161	1902	1	1.0
PA	161	1974	1	1.0
PA	161	1980	1	1.0
PA	161	2022	1	1.0
PA	161	2084	1	1.0
PA	162	251	1	1.0
PA	162	892	1	1.0
PA	162	1836	1	1.0
PA	162	1859	1	1.0
PA	162	1880	1	1.0
PA	162	1906	1	1.0
PA	162	1946	1	1.0
PA	162	1964	1	1.0
PA	162	1992	1	1.0
PA	162	2010	1	1.0
PA	162	2066	1	1.0
PA	162	2084	1	1.0
PA	163	187	1	1.0
PA	163	1810	1	1.0
PA	163	1831	1	1.0
PA	163	1929	1	1.0
PA	163	1964	1	1.0
PA	163	1986	1	1.0
PA	164	214	1	1.0
PA	164	243	1	1.0
PA	164	256	1	1.0
PA	164	277	1	1.0
